Rule_Number,Job_Name,Rule_Execution,Program_Type,Module_Name,Sub_Module,Input_File,Input_File_Layout,Input_File_Length,Output_File,Output_File_Layout,Business_Rule_Category,Linkage_Columns,Detailed_Business_Rule,SQL_Decision_Control_Statements,SQL_Function,Code_Reference,Bounded_Context,DB2_Table_Name,Review_Comments
BR-CBADMCDJ-104,CBADMCDJ,104,COBOL,COACTVWC,9200-GETCARDXREF-BYACCT - WHEN NORMAL,CXACAIX,XREF-CARD-NUM(PIC X(16))|XREF-CUST-ID(PIC 9(9))|XREF-ACCT-ID(PIC 9(11))|FILLER(PIC X(14)),50,N/A,N/A,File-IO,"WS-CARD-RID-ACCT-ID-X,XREF-CUST-ID,XREF-CARD-NUM","Reads the Card Cross-Reference VSAM file via the alternate index path CXACAIX keyed by account ID. On a successful read (NORMAL response), the customer ID and primary card number are copied into the commarea fields CDEMO-CUST-ID and CDEMO-CARD-NUM for downstream use.",EXEC CICS READ\n     DATASET   (LIT-CARDXREFNAME-ACCT-PATH)\n     RIDFLD    (WS-CARD-RID-ACCT-ID-X)\n     KEYLENGTH (LENGTH OF WS-CARD-RID-ACCT-ID-X)\n     INTO      (CARD-XREF-RECORD)\n     LENGTH    (LENGTH OF CARD-XREF-RECORD)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL)\n       MOVE XREF-CUST-ID               TO CDEMO-CUST-ID\n       MOVE XREF-CARD-NUM              TO CDEMO-CARD-NUM,N/A,727-740,Account Management — View,N/A,None
BR-CBADMCDJ-105,CBADMCDJ,105,COBOL,COACTVWC,9200-GETCARDXREF-BYACCT - WHEN NOTFND,CXACAIX,XREF-CARD-NUM(PIC X(16))|XREF-CUST-ID(PIC 9(9))|XREF-ACCT-ID(PIC 9(11))|FILLER(PIC X(14)),50,N/A,N/A,Error-Handling,WS-CARD-RID-ACCT-ID-X,"When no cross-reference record is found for the supplied account ID, set the INPUT-ERROR and NOT-OK filter flags and build a diagnostic return message ""Account: NN not found in Cross ref file. Resp:NN Reas:NN"" via STRING concatenation.",WHEN DFHRESP(NOTFND)\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-ACCTFILTER-NOT-OK       TO TRUE\n    STRING\n    'Account:' WS-CARD-RID-ACCT-ID-X ' not found in'\n    ' Cross ref file.  Resp:' ERROR-RESP\n    ' Reas:' ERROR-RESP2\n    DELIMITED BY SIZE\n    INTO WS-RETURN-MSG\n    END-STRING,N/A,741-758,Account Management — View,N/A,None
BR-CBADMCDJ-106,CBADMCDJ,106,COBOL,COACTVWC,9200-GETCARDXREF-BYACCT - WHEN OTHER,CXACAIX,XREF-CARD-NUM(PIC X(16))|XREF-CUST-ID(PIC 9(9))|XREF-ACCT-ID(PIC 9(11))|FILLER(PIC X(14)),50,N/A,N/A,Error-Handling,"WS-RESP-CD,WS-REAS-CD","Generic file-error handler for any non-NORMAL non-NOTFND response from the cross-reference read. Sets error flags, populates the WS-FILE-ERROR-MESSAGE template (operation name, file, RESP, RESP2), and copies it to the return message. The SEND-LONG-TEXT call is commented out so the diagnostic detail is shown only on screen, not logged.",WHEN OTHER\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-ACCTFILTER-NOT-OK                TO TRUE\n    MOVE 'READ'                     TO ERROR-OPNAME\n    MOVE LIT-CARDXREFNAME-ACCT-PATH TO ERROR-FILE\n    MOVE WS-RESP-CD                 TO ERROR-RESP\n    MOVE WS-REAS-CD                 TO ERROR-RESP2\n    MOVE WS-FILE-ERROR-MESSAGE      TO WS-RETURN-MSG\n*    PERFORM SEND-LONG-TEXT,N/A,759-769,Account Management — View,N/A,Commented-out SEND-LONG-TEXT - error detail is shown to user but not logged for ops; replace with structured logging (CloudWatch / OpenTelemetry) in cloud target
BR-CBADMCDJ-107,CBADMCDJ,107,COBOL,COACTVWC,9300-GETACCTDATA-BYACCT - WHEN NORMAL,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,File-IO,"WS-CARD-RID-ACCT-ID-X,ACCT-ID","Reads the Account Master VSAM file (ACCTDAT) keyed by account ID. On a successful read, sets FOUND-ACCT-IN-MASTER which drives the screen population logic in 1200-SETUP-SCREEN-VARS.",EXEC CICS READ\n     DATASET   (LIT-ACCTFILENAME)\n     RIDFLD    (WS-CARD-RID-ACCT-ID-X)\n     KEYLENGTH (LENGTH OF WS-CARD-RID-ACCT-ID-X)\n     INTO      (ACCOUNT-RECORD)\n     LENGTH    (LENGTH OF ACCOUNT-RECORD)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL)\n       SET FOUND-ACCT-IN-MASTER        TO TRUE,N/A,776-788,Account Management — View,N/A,Packed-decimal (COMP-3) arithmetic - map to BigDecimal in Java or Decimal in Spark
BR-CBADMCDJ-108,CBADMCDJ,108,COBOL,COACTVWC,9300-GETACCTDATA-BYACCT - WHEN NOTFND,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,Error-Handling,WS-CARD-RID-ACCT-ID-X,"Reads the customer master VSAM file using the customer ID returned by the account lookup. On NORMAL, the customer demographic record is loaded for display. On NOTFND, this is a data-integrity violation (every account must have a customer) and the program sets a HIGH-severity diagnostic message. Other response codes trigger the generic file-error path.",WHEN DFHRESP(NOTFND)\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-ACCTFILTER-NOT-OK       TO TRUE\n    STRING 'Account:' WS-CARD-RID-ACCT-ID-X ' not found in'\n    ' Acct Master file.Resp:' ERROR-RESP\n    ' Reas:' ERROR-RESP2\n    DELIMITED BY SIZE\n    INTO WS-RETURN-MSG\n    END-STRING,N/A,789-807,Account Management — View,N/A,None
BR-CBADMCDJ-109,CBADMCDJ,109,COBOL,COACTVWC,9300-GETACCTDATA-BYACCT - WHEN OTHER,ACCTDAT,ACCT-ID(PIC 9(11))|ACCT-ACTIVE-STATUS(PIC X(1))|ACCT-CURR-BAL(PIC S9(10)V99)|ACCT-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-CASH-CREDIT-LIMIT(PIC S9(10)V99)|ACCT-OPEN-DATE(PIC X(10))|ACCT-EXPIRAION-DATE(PIC X(10))|ACCT-REISSUE-DATE(PIC X(10))|ACCT-CURR-CYC-CREDIT(PIC S9(10)V99)|ACCT-CURR-CYC-DEBIT(PIC S9(10)V99)|ACCT-ADDR-ZIP(PIC X(10))|ACCT-GROUP-ID(PIC X(10))|FILLER(PIC X(178)),300,N/A,N/A,Error-Handling,"WS-RESP-CD,WS-REAS-CD",Generic file-error handler for non-NORMAL non-NOTFND responses from the account master read. Builds the standard WS-FILE-ERROR-MESSAGE and copies it to the return message. SEND-LONG-TEXT is commented out so error detail is not persisted in any log.,WHEN OTHER\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-ACCTFILTER-NOT-OK                TO TRUE\n    MOVE 'READ'                     TO ERROR-OPNAME\n    MOVE LIT-ACCTFILENAME           TO ERROR-FILE\n    MOVE WS-RESP-CD                 TO ERROR-RESP\n    MOVE WS-REAS-CD                 TO ERROR-RESP2\n    MOVE WS-FILE-ERROR-MESSAGE      TO WS-RETURN-MSG,N/A,809-819,Account Management — View,N/A,Commented-out SEND-LONG-TEXT - error detail is shown to user but not logged for ops; replace with structured logging in cloud target
BR-CBADMCDJ-110,CBADMCDJ,110,COBOL,COACTVWC,9400-GETCUSTDATA-BYCUST - WHEN NORMAL,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,File-IO,"WS-CARD-RID-CUST-ID-X,CUST-ID","Reads the Customer Master VSAM file (CUSTDAT) keyed by customer ID. On a successful read, sets FOUND-CUST-IN-MASTER which drives the customer-section population in 1200-SETUP-SCREEN-VARS.",EXEC CICS READ\n     DATASET   (LIT-CUSTFILENAME)\n     RIDFLD    (WS-CARD-RID-CUST-ID-X)\n     KEYLENGTH (LENGTH OF WS-CARD-RID-CUST-ID-X)\n     INTO      (CUSTOMER-RECORD)\n     LENGTH    (LENGTH OF CUSTOMER-RECORD)\n     RESP      (WS-RESP-CD)\n     RESP2     (WS-REAS-CD)\nEND-EXEC\nEVALUATE WS-RESP-CD\n    WHEN DFHRESP(NORMAL)\n       SET FOUND-CUST-IN-MASTER        TO TRUE,N/A,826-838,Account Management — View,N/A,None
BR-CBADMCDJ-111,CBADMCDJ,111,COBOL,COACTVWC,9400-GETCUSTDATA-BYCUST - WHEN NOTFND,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,Error-Handling,WS-CARD-RID-CUST-ID-X,"When the customer master read returns NOTFND, set INPUT-ERROR and CUSTFILTER-NOT-OK flags and build a diagnostic return message ""CustId:NN not found in customer master.Resp: NN REAS:NN"". Indicates referential-integrity failure where the cross-reference points to a non-existent customer.",WHEN DFHRESP(NOTFND)\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-CUSTFILTER-NOT-OK       TO TRUE\n    STRING 'CustId:' WS-CARD-RID-CUST-ID-X ' not found'\n    ' in customer master.Resp: ' ERROR-RESP\n    ' REAS:' ERROR-RESP2\n    DELIMITED BY SIZE\n    INTO WS-RETURN-MSG\n    END-STRING,N/A,839-857,Account Management — View,N/A,Referential integrity gap - cross-reference points to missing customer; in target architecture enforce FK constraint or cascade delete
BR-CBADMCDJ-112,CBADMCDJ,112,COBOL,COACTVWC,9400-GETCUSTDATA-BYCUST - WHEN OTHER,CUSTDAT,CUST-ID(PIC 9(9))|CUST-FIRST-NAME(PIC X(25))|CUST-MIDDLE-NAME(PIC X(25))|CUST-LAST-NAME(PIC X(25))|CUST-ADDR-LINE-1(PIC X(50))|CUST-ADDR-LINE-2(PIC X(50))|CUST-ADDR-LINE-3(PIC X(50))|CUST-ADDR-STATE-CD(PIC X(2))|CUST-ADDR-COUNTRY-CD(PIC X(3))|CUST-ADDR-ZIP(PIC X(10))|CUST-PHONE-NUM-1(PIC X(15))|CUST-PHONE-NUM-2(PIC X(15))|CUST-SSN(PIC 9(9))|CUST-GOVT-ISSUED-ID(PIC X(20))|CUST-DOB-YYYY-MM-DD(PIC X(10))|CUST-EFT-ACCOUNT-ID(PIC X(10))|CUST-PRI-CARD-HOLDER-IND(PIC X(1))|CUST-FICO-CREDIT-SCORE(PIC 9(3))|FILLER(PIC X(168)),500,N/A,N/A,Error-Handling,"WS-RESP-CD,WS-REAS-CD",Generic file-error handler for non-NORMAL non-NOTFND responses from the customer master read. Builds the standard WS-FILE-ERROR-MESSAGE and copies it to the return message. SEND-LONG-TEXT is commented out.,WHEN OTHER\n    SET INPUT-ERROR                 TO TRUE\n    SET FLG-CUSTFILTER-NOT-OK                TO TRUE\n    MOVE 'READ'                     TO ERROR-OPNAME\n    MOVE LIT-CUSTFILENAME           TO ERROR-FILE\n    MOVE WS-RESP-CD                 TO ERROR-RESP\n    MOVE WS-REAS-CD                 TO ERROR-RESP2\n    MOVE WS-FILE-ERROR-MESSAGE      TO WS-RETURN-MSG,N/A,858-868,Account Management — View,N/A,Commented-out SEND-LONG-TEXT - error detail is shown to user but not logged for ops; replace with structured logging in cloud target
BR-CBADMCDJ-113,CBADMCDJ,113,COBOL,COACTVWC,SEND-PLAIN-TEXT,N/A,N/A,N/A,N/A,N/A,Finalization,N/A,"Plain-text exit path - sends WS-RETURN-MSG to the terminal with ERASE and FREEKB then issues unconditional CICS RETURN. Comment notes ""Don't use in production"" because it bypasses the BMS map and proper screen layout.",EXEC CICS SEND TEXT\n          FROM(WS-RETURN-MSG)\n          LENGTH(LENGTH OF WS-RETURN-MSG)\n          ERASE\n          FREEKB\nEND-EXEC\nEXEC CICS RETURN\nEND-EXEC,N/A,877-887,Account Management — View,N/A,"Production code includes ""Don't use in production"" debug exit path - remove or guard with environment flag in modernized code"
BR-CBADMCDJ-114,CBADMCDJ,114,COBOL,COACTVWC,SEND-LONG-TEXT,N/A,N/A,N/A,N/A,N/A,Finalization,N/A,"Debug-only long-text exit path - sends WS-LONG-MSG (500-byte message buffer) to the terminal with ERASE and FREEKB then issues unconditional CICS RETURN. All callers of this paragraph are commented out, indicating debug code that was left in the program.",EXEC CICS SEND TEXT\n          FROM(WS-LONG-MSG)\n          LENGTH(LENGTH OF WS-LONG-MSG)\n          ERASE\n          FREEKB\nEND-EXEC\nEXEC CICS RETURN\nEND-EXEC,N/A,896-906,Account Management — View,N/A,Dead code - all callers commented out; remove during modernization. Replace with structured logging (CloudWatch / OpenTelemetry) for diagnostic detail
BR-CBADMCDJ-115,CBADMCDJ,115,COBOL,COACTVWC,ABEND-ROUTINE,N/A,N/A,N/A,N/A,N/A,Error-Handling,"ABEND-MSG,LIT-THISPGM","Abend handler invoked when an unhandled abend (e.g., AEY9 program-not-found, ASRA storage error) is intercepted by the registered abend trap. If no abend message has been set, defaults to ""UNEXPECTED ABEND OCCURRED."". Records this program as the abend culprit, sends the abend data area to the screen, cancels the abend trap so the next abend will not loop back, and raises a hardcoded abend code 9999 to terminate the task. This terminal handler is the program's last line of defense before the CICS region issues a default abend dump.",IF ABEND-MSG EQUAL LOW-VALUES\n   MOVE 'UNEXPECTED ABEND OCCURRED.' TO ABEND-MSG\nEND-IF\nMOVE LIT-THISPGM       TO ABEND-CULPRIT\nEXEC CICS SEND\n                 FROM (ABEND-DATA)\n                 LENGTH(LENGTH OF ABEND-DATA)\n                 NOHANDLE\nEND-EXEC\nEXEC CICS HANDLE ABEND\n     CANCEL\nEND-EXEC\nEXEC CICS ABEND\n     ABCODE('9999')\nEND-EXEC,N/A,916-937,Account Management — View,N/A,EXEC CICS ABEND with hardcoded code 9999 - replace with structured exception handling and observability emit (CloudWatch metric/log)
BR-CBADMCDJ-116,CBADMCDJ,116,COBOL,COACTUPC,PROGRAM-ID,N/A,N/A,N/A,N/A,N/A,Initialization,DFHCOMMAREA,"The COACTUPC program processes Account Update requests under transaction CAUP. It performs READ-with-UPDATE locking against ACCTDAT and CUSTDAT, validates user input through 13 specialized field-edit subroutines (mandatory, alpha, alphanumeric, signed-decimal, US phone, US SSN, US state code, FICO score, state-zip, yes/no), confirms changes, and rewrites both records. This is the largest program in CardDemo at 4,236 lines.",IDENTIFICATION DIVISION.\nPROGRAM-ID.\n    COACTUPC.,N/A,21-23,Account Management — Update,N/A,None
BR-CBADMCDJ-117,CBADMCDJ,117,COBOL,COACTUPC,0000-MAIN - HANDLE ABEND,N/A,N/A,N/A,N/A,N/A,Error-Handling,N/A,"Initialize working-storage scratchpad on every program entry: clear CC-WORK-AREA and WS-MISC-STORAGE to spaces/zeroes, store the program's transaction-id and program-id, and prepare the screen output area. This zeroing prevents stale data from a prior pseudo-conversational iteration from leaking into the current request. Initialization runs before any business logic.",EXEC CICS HANDLE ABEND\n          LABEL(ABEND-ROUTINE)\nEND-EXEC,N/A,862-864,Account Management — Update,N/A,HANDLE ABEND with local label - replace with structured exception handling and observability emit (CloudWatch metric/log) in target architecture
BR-CBADMCDJ-118,CBADMCDJ,118,COBOL,COACTUPC,0000-MAIN - IF EIBCALEN=0 OR menu-fresh-entry,N/A,N/A,N/A,N/A,N/A,Initialization,"EIBCALEN,CDEMO-FROM-PROGRAM,ACUP-DETAILS-NOT-FETCHED","On first-time entry or entry from main menu without re-enter context, initialize the commarea and the program private commarea, set program context to ENTER, and mark account details as not yet fetched. Otherwise, copy the inbound DFHCOMMAREA payload into the two adjacent commarea slices.",IF EIBCALEN IS EQUAL TO 0\n    OR (CDEMO-FROM-PROGRAM = LIT-MENUPGM\n    AND NOT CDEMO-PGM-REENTER)\n   INITIALIZE CARDDEMO-COMMAREA\n              WS-THIS-PROGCOMMAREA\n   SET CDEMO-PGM-ENTER TO TRUE\n   SET ACUP-DETAILS-NOT-FETCHED TO TRUE\nELSE\n   MOVE DFHCOMMAREA (1:LENGTH OF CARDDEMO-COMMAREA)  TO\n                     CARDDEMO-COMMAREA\n   MOVE DFHCOMMAREA(LENGTH OF CARDDEMO-COMMAREA + 1:\n                    LENGTH OF WS-THIS-PROGCOMMAREA ) TO\n                     WS-THIS-PROGCOMMAREA\nEND-IF,N/A,880-893,Account Management — Update,N/A,None
BR-CBADMCDJ-119,CBADMCDJ,119,COBOL,COACTUPC,0000-MAIN - PFKey validation,N/A,N/A,N/A,N/A,N/A,Data-Validation,EIBAID,"Defaults the PF-key flag to invalid then re-enables it only when the AID is one of: Enter, PF3 (exit), PF5 (save changes - only valid after edits OK), or PF12 (cancel - only valid when details have been fetched). Any other key forces the AID back to Enter.",SET PFK-INVALID TO TRUE\nIF CCARD-AID-ENTER OR\n   CCARD-AID-PFK03 OR\n   (CCARD-AID-PFK05 AND ACUP-CHANGES-OK-NOT-CONFIRMED)\n                   OR\n   (CCARD-AID-PFK12 AND NOT ACUP-DETAILS-NOT-FETCHED)\n   SET PFK-VALID TO TRUE\nEND-IF,N/A,905-916,Account Management — Update,N/A,None
BR-CBADMCDJ-120,CBADMCDJ,120,COBOL,COACTUPC,0000-MAIN - WHEN CCARD-AID-PFK03,N/A,N/A,N/A,N/A,N/A,Finalization,"CDEMO-FROM-TRANID,CDEMO-FROM-PROGRAM","On PF3 (exit), the program issues a synchronization point to commit any pending VSAM updates (none expected at this point), then transfers control to either the calling program or the main menu. The explicit commit at exit time is unusual since the update path itself does not issue one — it normally relies on the implicit task-end commit. Defensive practice ensures any in-flight changes are persisted before the user navigates away.",WHEN CCARD-AID-PFK03\n     SET CCARD-AID-PFK03     TO TRUE\n     ...\n     EXEC CICS\n          SYNCPOINT\n     END-EXEC\n     EXEC CICS XCTL\n          PROGRAM (CDEMO-TO-PROGRAM)\n          COMMAREA(CARDDEMO-COMMAREA)\n     END-EXEC,N/A,927-959,Account Management — Update,N/A,Multi-program CALL chain via XCTL - identify as microservice or Step Function boundary
BR-CBADMCDJ-121,CBADMCDJ,121,COBOL,COACTUPC,0000-MAIN - WHEN ACUP-DETAILS-NOT-FETCHED AND ENTER,N/A,N/A,N/A,COACTUP,N/A (BMS symbolic map),Initialization,"ACUP-DETAILS-NOT-FETCHED,CDEMO-PGM-ENTER","On PF4 (cancel pending changes), the program discards any unsaved input edits and re-renders the screen with the original (last-fetched) values. The user's edits are not persisted and the program returns to display-mode. This is the user-initiated rollback path before commit.",WHEN ACUP-DETAILS-NOT-FETCHED\n AND CDEMO-PGM-ENTER\nWHEN CDEMO-FROM-PROGRAM   EQUAL LIT-MENUPGM\n AND NOT CDEMO-PGM-REENTER\n     INITIALIZE WS-THIS-PROGCOMMAREA\n     PERFORM 3000-SEND-MAP THRU\n             3000-SEND-MAP-EXIT\n     SET CDEMO-PGM-REENTER        TO TRUE\n     SET ACUP-DETAILS-NOT-FETCHED TO TRUE\n     GO TO COMMON-RETURN,N/A,964-973,Account Management — Update,N/A,GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-122,CBADMCDJ,122,COBOL,COACTUPC,0000-MAIN - WHEN ACUP-CHANGES-OKAYED-AND-DONE/FAILED,N/A,N/A,N/A,COACTUP,N/A (BMS symbolic map),Initialization,"ACUP-CHANGES-OKAYED-AND-DONE,ACUP-CHANGES-FAILED","After a successful or failed update operation, reset the search keys (account ID, private commarea, miscellaneous), redisplay the empty edit map, set re-enter context, and branch to common-return. This positions the user for a fresh search after each update cycle.",WHEN ACUP-CHANGES-OKAYED-AND-DONE\nWHEN ACUP-CHANGES-FAILED\n     INITIALIZE WS-THIS-PROGCOMMAREA\n                WS-MISC-STORAGE\n                CDEMO-ACCT-ID\n     SET CDEMO-PGM-ENTER            TO TRUE\n     PERFORM 3000-SEND-MAP THRU\n             3000-SEND-MAP-EXIT\n     SET CDEMO-PGM-REENTER          TO TRUE\n     SET ACUP-DETAILS-NOT-FETCHED   TO TRUE\n     GO TO COMMON-RETURN,N/A,979-989,Account Management — Update,N/A,GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-123,CBADMCDJ,123,COBOL,COACTUPC,0000-MAIN - WHEN OTHER (data shown - process inputs),N/A,N/A,N/A,N/A,N/A,Data-Validation,N/A,"Default branch when account details have been shown to the user. Process the user's input via 1000-PROCESS-INPUTS, decide the next action via 2000-DECIDE-ACTION (using flags set during edit), redisplay the screen via 3000-SEND-MAP, and branch to common-return for pseudo-conversational return.",WHEN OTHER\n     PERFORM 1000-PROCESS-INPUTS\n        THRU 1000-PROCESS-INPUTS-EXIT\n     PERFORM 2000-DECIDE-ACTION\n        THRU 2000-DECIDE-ACTION-EXIT\n     PERFORM 3000-SEND-MAP\n        THRU 3000-SEND-MAP-EXIT\n     GO TO COMMON-RETURN,N/A,996-1003,Account Management — Update,N/A,GOTO statement - control flow that needs restructuring
BR-CBADMCDJ-124,CBADMCDJ,124,COBOL,COACTUPC,COMMON-RETURN,N/A,N/A,N/A,COMMAREA,CDEMO-FROM-TRANID(PIC X(4))|CDEMO-FROM-PROGRAM(PIC X(8))|CDEMO-TO-TRANID(PIC X(4))|CDEMO-TO-PROGRAM(PIC X(8))|CDEMO-USER-ID(PIC X(8))|CDEMO-USER-TYPE(PIC X(1))|CDEMO-PGM-CONTEXT(PIC 9(1))|CDEMO-CUST-ID(PIC 9(9))|CDEMO-CUST-FNAME(PIC X(25))|CDEMO-CUST-MNAME(PIC X(25))|CDEMO-CUST-LNAME(PIC X(25))|CDEMO-ACCT-ID(PIC 9(11))|CDEMO-ACCT-STATUS(PIC X(1))|CDEMO-CARD-NUM(PIC 9(16))|CDEMO-LAST-MAP(PIC X(7))|CDEMO-LAST-MAPSET(PIC X(7)),Finalization,N/A,"On PF12 or any other unhandled key, the program sets the error flag, loads the standard ""Invalid key pressed."" message, and re-renders the screen. Only Enter, PF3, PF4, and PF5 are accepted on the Account Update screen. This guard ensures users do not trigger unintended actions via unmapped function keys.",MOVE WS-RETURN-MSG     TO CCARD-ERROR-MSG\nMOVE  CARDDEMO-COMMAREA    TO WS-COMMAREA\nMOVE  WS-THIS-PROGCOMMAREA TO\n       WS-COMMAREA(LENGTH OF CARDDEMO-COMMAREA + 1:\n                    LENGTH OF WS-THIS-PROGCOMMAREA )\nEXEC CICS RETURN\n     TRANSID (LIT-THISTRANID)\n     COMMAREA (WS-COMMAREA)\n     LENGTH(LENGTH OF WS-COMMAREA)\nEND-EXEC,N/A,1007-1020,Account Management — Update,N/A,None
